account_age_months,avg_orders_per_month,avg_order_value,returns_rate,support_tickets_6m,reviews_submitted,website_visits_per_month,cart_abandonment_rate,loyalty_member,payment_failures_12m,device_type,discount_usage_rate,days_since_last_active,satisfaction_score,churn
1.0,3.81,87.07,0.2,2,4,17,0.0,0,2,3,0.483,42,7,0
1.0,1.06,73.71,0.147,2,1,7,0.535,1,4,1,0.524,52,3,1
18.0,4.69,62.22,0.132,0,5,16,0.857,1,0,2,0.238,83,8,0
37.0,4.8,43.09,0.173,3,7,15,0.728,0,2,1,0.847,52,5,1
5.0,7.79,88.97,0.005,0,0,1,0.459,0,0,3,0.088,64,6,0
1.0,3.96,57.58,0.131,11,0,8,0.872,1,0,1,0.298,73,2,1
31.0,4.45,87.38,0.077,6,0,13,0.553,0,1,2,0.0,117,4,1
27.0,2.06,10.0,0.148,6,6,2,0.895,1,0,3,0.0,39,5,1
11.0,4.08,86.77,0.164,0,0,1,0.274,0,2,2,0.732,4,10,0
12.0,2.24,101.14,0.178,0,2,11,0.607,0,2,2,0.356,1,9,0
12.0,3.23,96.68,0.148,3,0,1,0.397,0,1,3,0.511,23,6,0
25.0,3.35,68.11,0.12,1,8,10,0.575,1,1,3,0.277,25,7,0
16.0,2.3,107.04,0.123,8,1,13,0.237,1,0,3,0.333,106,3,1
30.0,3.13,30.45,0.129,4,8,13,0.462,1,1,2,0.723,1,6,1
1.0,2.25,71.88,0.05,2,3,13,0.785,0,0,2,0.56,1,6,0
14.0,2.24,68.23,0.07,6,2,16,0.708,1,0,3,0.0,9,5,1
10.0,5.15,111.27,0.132,3,5,2,0.705,1,2,2,0.757,55,6,0
21.0,3.35,10.0,0.152,3,3,18,0.577,0,0,2,0.3,1,3,1
18.0,3.69,37.97,0.048,5,7,5,0.481,1,2,2,0.391,3,6,0
34.0,0.09,136.15,0.014,0,2,2,0.549,0,0,3,0.588,40,8,0
2.0,3.85,10.0,0.0,5,2,14,0.686,1,3,1,0.0,32,8,1
25.0,4.06,103.5,0.0,4,2,12,0.713,1,3,1,0.335,1,3,0
31.0,2.2,50.49,0.057,0,7,1,0.284,1,2,3,0.535,44,10,0
46.0,7.17,83.91,0.064,8,4,13,0.622,1,3,3,0.187,37,4,0
18.0,0.0,124.48,0.077,1,1,10,0.674,1,1,3,0.157,18,5,0
28.0,4.57,85.26,0.004,0,0,8,0.464,0,3,2,0.375,24,10,0
2.0,4.43,125.21,0.0,0,4,5,0.709,0,0,2,0.465,29,4,0
1.0,4.08,57.77,0.11,0,0,16,0.379,0,2,3,0.288,1,5,0
34.0,3.35,62.39,0.11,3,0,17,0.664,1,1,2,0.031,1,4,0
24.0,4.1,102.54,0.15,7,6,12,0.06,0,1,1,0.635,1,3,1
38.0,4.74,59.62,0.165,3,0,1,0.493,0,0,2,0.619,56,7,1
8.0,1.55,95.91,0.131,7,0,1,0.461,0,0,2,0.387,61,4,1
30.0,3.6,116.43,0.109,5,3,3,0.867,0,1,1,0.107,117,3,1
46.0,2.63,105.39,0.17,0,2,14,0.533,1,1,2,0.849,33,8,0
29.0,0.81,19.74,0.214,5,0,6,0.395,0,2,2,0.665,1,7,1
27.0,4.43,63.05,0.046,0,4,12,0.801,0,1,1,0.152,17,8,0
24.0,1.87,84.86,0.162,4,2,4,0.611,1,0,2,0.0,82,5,1
5.0,0.0,66.46,0.05,2,10,16,0.657,0,0,2,0.295,1,10,0
40.0,1.92,77.78,0.118,10,2,1,0.47,0,1,2,0.169,1,7,1
17.0,1.4,85.33,0.186,3,0,7,0.882,0,1,1,0.0,1,8,1
30.0,5.06,56.57,0.078,4,4,7,0.532,0,0,1,0.402,108,4,1
5.0,3.31,68.23,0.024,5,4,12,0.539,0,1,1,0.429,91,6,1
10.0,5.76,33.66,0.063,0,2,10,0.679,0,1,2,0.405,77,9,0
41.0,1.67,58.28,0.024,5,0,17,0.699,0,2,1,0.323,78,5,1
20.0,4.75,21.57,0.014,1,8,16,1.0,1,1,3,0.0,1,9,0
41.0,8.68,79.08,0.197,0,0,4,0.82,0,1,3,0.595,51,9,0
23.0,3.71,68.24,0.143,4,6,8,0.648,0,0,2,0.194,82,6,1
2.0,4.72,42.95,0.042,0,7,8,0.391,1,3,2,0.501,31,7,0
35.0,4.39,137.48,0.021,5,2,5,0.387,1,0,1,0.0,57,4,0
17.0,0.16,66.41,0.027,2,6,1,0.61,1,1,3,0.584,64,6,0
32.0,4.17,85.03,0.042,2,6,8,0.965,1,0,1,0.311,1,5,0
24.0,3.61,52.65,0.192,0,0,13,0.873,1,0,1,0.025,31,3,0
5.0,2.48,60.5,0.091,5,7,9,0.7,1,2,1,0.067,42,3,1
26.0,1.23,86.35,0.271,3,4,10,0.305,0,0,1,0.092,25,5,1
50.0,4.39,63.37,0.097,1,0,17,0.394,1,1,2,0.0,71,10,0
30.0,1.06,75.12,0.054,0,4,3,0.525,0,2,2,0.0,38,7,0
23.0,7.27,103.24,0.174,4,1,3,0.586,1,0,3,0.139,46,6,0
37.0,3.23,56.87,0.0,3,4,5,0.517,0,0,2,0.44,36,7,0
27.0,0.55,28.37,0.115,2,1,14,0.836,0,3,2,0.315,71,6,1
27.0,1.97,21.58,0.003,0,1,13,0.877,1,2,3,0.369,69,9,0
11.0,2.44,125.35,0.0,3,0,10,0.52,0,1,2,0.527,23,9,0
27.0,7.82,107.59,0.091,3,4,17,0.51,0,2,2,0.252,1,7,0
36.0,1.23,97.95,0.167,6,5,2,0.524,1,1,2,0.542,64,5,1
14.0,2.77,59.74,0.117,0,3,5,0.508,0,0,3,0.564,23,7,0
41.0,1.92,28.34,0.107,0,2,10,0.678,0,3,2,0.6,1,4,1
23.0,4.0,65.12,0.0,8,3,7,0.54,0,1,2,0.279,77,5,1
13.0,1.96,71.73,0.088,3,6,13,0.814,1,2,2,0.0,71,3,1
36.0,0.72,35.4,0.088,3,0,18,0.555,1,3,3,0.036,15,8,1
21.0,2.61,23.56,0.15,5,0,7,0.445,0,1,1,0.256,65,5,1
33.0,2.4,14.44,0.015,7,0,10,0.601,1,2,2,0.268,6,3,1
20.0,1.82,98.01,0.166,0,0,14,0.565,1,0,3,0.112,5,3,0
23.0,1.92,32.81,0.059,9,0,13,0.606,1,2,2,0.401,40,5,1
30.0,5.37,85.83,0.076,2,6,19,0.551,0,1,3,0.152,1,7,0
27.0,2.36,61.08,0.142,3,0,11,0.198,0,0,3,0.494,1,6,1
1.0,0.73,95.64,0.005,2,2,8,0.471,1,2,2,0.015,2,9,0
11.0,2.08,86.75,0.166,6,5,2,0.775,0,0,2,0.224,65,7,1
35.0,3.11,66.88,0.0,5,3,10,0.494,0,1,2,0.486,4,10,0
22.0,0.33,79.57,0.152,2,6,2,0.231,0,2,2,0.512,51,6,1
18.0,6.25,71.14,0.081,0,1,2,0.619,1,2,2,0.231,129,9,0
8.0,4.74,53.46,0.088,1,2,10,0.78,1,1,1,0.418,53,8,0
11.0,5.86,109.3,0.0,0,2,6,0.929,1,0,1,0.392,54,9,0
1.0,3.78,60.19,0.053,5,5,1,0.742,0,1,3,0.0,1,8,0
23.0,0.0,71.96,0.083,0,11,22,0.807,0,0,2,0.337,57,6,0
17.0,6.07,25.47,0.224,2,3,1,0.762,0,1,1,0.017,14,8,0
12.0,1.27,84.59,0.097,6,2,6,0.63,0,0,2,0.5,42,9,1
23.0,1.44,53.63,0.048,4,0,1,0.372,0,3,3,0.763,1,5,1
28.0,3.31,58.31,0.167,3,8,6,0.579,1,0,3,0.506,96,3,1
49.0,5.76,45.62,0.06,0,2,5,0.738,1,2,3,0.888,17,5,0
6.0,5.11,70.66,0.183,3,1,4,0.611,1,2,2,0.22,27,6,0
38.0,4.81,10.0,0.121,0,2,7,0.833,0,0,1,0.208,1,6,0
36.0,2.38,98.88,0.028,3,8,2,0.648,1,2,3,0.432,46,5,0
15.0,2.34,73.65,0.175,0,1,11,0.531,0,1,2,0.646,6,8,0
26.0,3.69,58.65,0.148,6,3,11,0.685,0,0,2,0.739,55,5,1
19.0,2.74,20.81,0.172,3,0,8,0.447,0,1,1,0.718,53,4,1
26.0,4.78,90.16,0.085,2,6,11,0.613,1,0,1,0.492,1,7,0
42.0,4.66,52.8,0.148,3,2,14,0.545,1,0,3,0.655,78,10,0
31.0,4.18,120.71,0.254,2,6,1,0.39,0,2,3,0.361,45,6,1
30.0,0.0,92.02,0.114,2,5,18,0.747,0,0,3,0.754,37,8,0
19.0,3.26,128.71,0.068,6,3,18,0.412,0,2,1,0.0,55,9,0
6.0,2.78,79.79,0.224,5,2,13,0.653,1,1,2,0.579,53,6,1
21.0,3.34,112.72,0.153,4,3,6,0.525,0,1,2,0.491,29,5,1
38.0,1.49,91.2,0.064,3,0,21,0.663,0,0,3,0.002,80,6,0
6.0,0.35,59.22,0.239,1,4,15,0.608,0,0,2,0.255,64,6,1
11.0,3.93,81.55,0.004,5,5,1,0.481,0,0,2,0.435,66,7,0
26.0,2.29,45.81,0.142,0,3,6,0.592,0,3,1,0.0,51,5,1
12.0,4.15,147.41,0.192,7,3,12,0.615,0,0,3,0.0,1,6,1
14.0,1.66,71.47,0.186,4,1,1,0.853,0,0,2,0.0,37,5,1
19.0,5.83,75.92,0.028,6,3,15,0.969,0,1,1,0.0,9,8,0
8.0,5.0,88.65,0.001,3,0,7,0.403,0,1,1,0.641,1,7,0
12.0,3.59,36.96,0.118,2,1,2,0.466,0,1,2,0.11,8,10,0
32.0,2.57,121.25,0.156,5,9,7,0.136,1,2,2,0.752,22,4,1
8.0,4.7,39.11,0.014,0,3,5,0.367,0,1,1,0.444,70,4,0
5.0,3.79,31.2,0.124,0,4,1,0.413,1,1,2,0.118,64,5,0
16.0,3.48,69.17,0.0,1,3,8,0.175,0,1,2,0.332,1,7,0
33.0,5.09,30.22,0.185,0,3,5,0.278,1,0,1,0.0,7,9,0
22.0,5.85,129.67,0.054,4,3,9,0.543,1,0,3,0.076,13,6,0
18.0,0.5,66.93,0.087,6,2,2,0.496,0,1,2,0.386,26,6,1
25.0,0.9,10.0,0.169,0,5,9,0.511,0,1,1,0.598,59,5,1
3.0,1.44,82.0,0.162,1,1,22,0.426,1,2,1,0.0,54,3,1
30.0,0.0,94.37,0.138,1,0,1,1.0,0,1,2,0.045,29,6,1
29.0,2.87,60.25,0.182,3,4,8,0.675,1,0,1,0.227,9,6,1
19.0,4.2,27.54,0.133,5,6,10,0.59,1,1,1,0.817,65,4,1
36.0,2.96,71.38,0.216,1,1,8,0.856,1,1,3,0.448,31,3,1
10.0,1.93,58.14,0.0,5,5,8,0.564,0,2,3,0.3,28,5,0
38.0,5.25,40.85,0.095,2,5,8,0.322,1,3,2,0.145,31,7,0
26.0,3.28,37.77,0.092,0,8,5,0.449,1,0,2,0.25,96,5,0
20.0,3.69,80.47,0.082,3,9,18,0.92,1,2,2,0.294,60,7,0
24.0,5.31,106.61,0.14,0,5,10,0.531,1,0,1,0.839,21,6,0
23.0,2.75,91.15,0.117,1,3,4,0.248,1,0,2,0.0,40,5,0
39.0,7.12,14.52,0.166,1,0,15,0.754,0,0,3,0.0,14,7,0
11.0,2.1,96.54,0.005,0,6,4,0.666,0,0,1,0.167,1,6,0
15.0,7.0,102.04,0.283,10,6,1,0.48,0,1,3,0.649,42,8,1
36.0,1.05,123.78,0.069,6,2,5,0.636,1,2,3,0.349,67,3,1
17.0,4.03,41.75,0.123,3,4,17,0.864,0,0,2,0.574,23,4,1
35.0,1.71,73.02,0.084,3,0,1,0.744,1,0,3,0.253,24,5,0
44.0,5.24,94.86,0.106,4,1,6,0.556,1,1,3,0.363,52,5,0
19.0,2.04,56.54,0.057,4,0,4,0.835,1,1,1,0.489,1,8,0
32.0,3.58,94.32,0.116,7,4,13,0.902,0,0,2,0.213,33,3,1
10.0,1.7,74.16,0.146,5,2,2,0.404,1,1,2,0.31,34,3,1
33.0,4.87,45.37,0.0,0,7,12,1.0,1,0,1,0.452,1,4,0
26.0,1.69,48.36,0.074,5,4,1,0.621,1,1,3,0.924,86,7,1
30.0,6.37,118.73,0.071,0,4,15,0.735,1,1,3,0.167,88,7,0
16.0,1.01,40.13,0.286,0,3,11,0.622,0,2,1,0.175,11,3,1
4.0,0.31,34.12,0.169,5,8,12,0.718,0,1,2,0.473,25,4,1
30.0,4.9,87.05,0.22,0,7,9,0.708,0,0,1,0.034,4,7,0
1.0,1.82,73.93,0.145,7,2,2,0.498,1,1,1,0.604,77,5,1
20.0,2.99,29.09,0.107,4,4,13,0.648,0,2,2,0.299,62,7,1
35.0,2.36,56.82,0.129,3,7,12,0.826,0,1,2,0.205,85,6,1
26.0,0.37,46.41,0.19,5,0,3,0.494,1,0,2,0.326,88,1,1
47.0,2.85,52.54,0.24,5,4,1,0.802,0,0,2,0.92,37,6,1
36.0,5.53,163.37,0.124,3,2,8,0.311,0,0,1,0.1,2,8,0
16.0,5.01,64.41,0.05,4,7,9,0.736,0,0,2,0.0,104,9,0
24.0,3.46,44.16,0.174,0,5,12,1.0,0,3,3,0.595,1,9,1
23.0,5.22,145.76,0.032,4,0,4,0.688,1,0,2,0.234,82,3,0
5.0,0.88,106.09,0.131,4,2,10,0.332,1,2,1,0.1,28,8,1
13.0,2.35,100.37,0.155,6,7,14,0.777,0,0,2,0.0,1,3,1
17.0,3.79,45.84,0.091,3,6,1,0.914,0,0,2,0.707,49,5,1
1.0,2.74,116.7,0.028,3,0,1,0.708,1,0,1,0.744,88,9,0
25.0,2.51,103.57,0.064,0,0,9,0.522,0,1,2,0.104,3,5,0
21.0,0.6,80.15,0.075,2,3,10,0.416,1,1,3,0.334,66,5,1
4.0,0.0,14.93,0.016,4,3,4,0.617,0,0,2,0.663,67,6,1
29.0,4.64,74.3,0.069,4,2,1,0.716,0,1,3,0.181,52,6,0
33.0,3.49,135.55,0.0,7,2,19,0.237,1,2,1,0.365,63,8,0
27.0,4.8,82.71,0.147,3,1,8,0.871,1,2,2,0.549,1,9,0
20.0,2.13,61.82,0.127,2,10,9,0.01,1,2,2,0.183,45,7,0
31.0,1.57,67.0,0.121,4,2,5,0.799,0,1,1,0.563,1,6,1
32.0,3.01,69.43,0.069,0,1,7,0.757,0,3,3,0.0,88,8,0
28.0,4.71,47.01,0.08,6,5,6,0.816,0,1,1,0.174,22,5,1
14.0,2.54,73.56,0.034,0,3,16,0.332,0,1,3,0.364,146,5,0
27.0,4.6,125.5,0.14,1,0,23,0.808,0,0,2,0.286,74,5,0
38.0,0.99,121.53,0.0,0,2,3,1.0,1,2,1,0.275,62,9,0
17.0,2.68,48.6,0.107,2,3,15,0.572,1,2,1,0.198,31,6,0
49.0,2.86,119.66,0.049,4,4,18,0.653,0,2,3,0.283,59,7,0
18.0,5.45,101.64,0.241,7,4,3,0.317,0,0,1,0.0,100,7,1
24.0,3.42,97.17,0.142,2,0,5,0.445,0,0,2,0.408,16,6,0
16.0,6.49,90.12,0.1,1,5,1,0.543,1,2,3,0.506,39,6,0
27.0,0.3,42.44,0.012,0,6,4,0.335,0,0,2,0.688,1,6,0
3.0,3.26,60.8,0.0,3,0,3,0.386,0,1,2,0.657,71,4,0
17.0,3.36,104.15,0.14,2,1,7,0.516,0,1,1,0.512,35,8,0
11.0,4.24,32.76,0.244,2,2,1,0.712,1,2,1,0.062,79,2,1
26.0,1.37,38.57,0.133,7,4,12,0.315,0,3,2,0.473,1,5,1
36.0,6.37,85.72,0.114,4,4,13,0.59,1,0,1,0.272,1,8,0
32.0,3.03,47.37,0.115,1,3,5,0.284,0,2,2,0.256,89,7,0
1.0,0.83,103.84,0.108,0,0,2,0.589,0,1,2,0.234,72,6,0
49.0,2.97,48.6,0.116,0,6,9,0.882,0,0,1,0.397,52,5,0
28.0,2.37,83.55,0.045,1,0,10,0.654,0,2,2,0.087,1,9,0
15.0,8.57,86.48,0.022,3,7,4,0.844,0,1,1,0.419,55,9,0
26.0,5.1,58.13,0.109,0,7,5,0.605,1,0,2,0.154,59,8,0
26.0,3.1,66.61,0.219,2,0,5,0.673,0,1,1,0.02,80,6,1
16.0,2.78,51.2,0.162,4,4,13,0.431,1,0,2,0.584,1,4,1
26.0,4.9,74.35,0.001,0,7,9,0.74,0,2,2,0.321,11,8,0
17.0,5.0,41.34,0.08,1,5,1,0.475,1,0,3,0.46,1,6,0
19.0,0.0,67.18,0.158,0,0,22,0.356,1,0,3,0.105,1,6,0
16.0,4.29,101.2,0.221,0,3,5,0.591,1,2,1,0.131,48,5,0
7.0,3.06,35.21,0.243,0,6,13,0.299,1,0,2,0.756,55,6,1
26.0,0.38,57.95,0.083,0,8,8,0.727,1,1,2,0.151,48,3,0
31.0,4.76,93.14,0.166,4,3,5,0.987,0,2,1,0.624,17,5,0
30.0,7.49,10.0,0.12,3,0,14,0.543,0,0,1,0.247,98,9,0
34.0,4.11,139.95,0.09,0,10,19,0.552,0,0,2,0.331,23,9,0
28.0,5.2,111.58,0.105,6,3,1,0.7,1,0,1,0.759,105,5,1
18.0,6.61,21.16,0.106,4,7,3,0.719,1,1,2,0.267,66,3,0
34.0,1.34,10.0,0.194,1,2,17,0.626,0,1,2,0.339,1,2,1
8.0,0.0,76.04,0.0,3,5,20,0.276,0,0,2,0.0,7,6,0
13.0,4.31,35.79,0.137,0,1,10,0.841,0,0,2,0.532,6,7,0
12.0,2.5,108.65,0.223,0,1,16,0.815,1,2,2,0.37,8,3,0
37.0,0.25,88.79,0.215,2,8,5,0.356,0,2,1,0.119,54,6,1
35.0,2.84,79.32,0.146,0,6,1,0.04,0,0,2,0.95,41,7,0
30.0,4.46,55.04,0.039,1,3,8,1.0,0,0,3,0.143,5,5,0
37.0,2.7,131.0,0.162,3,6,17,0.455,0,3,3,0.094,1,4,0
13.0,1.43,101.37,0.206,0,1,4,0.318,1,2,3,0.275,57,7,1
28.0,2.55,96.11,0.059,3,3,18,0.019,1,0,3,0.0,1,8,0
22.0,2.96,117.0,0.129,4,3,15,0.498,1,3,3,0.311,1,6,0
34.0,0.0,39.34,0.084,0,1,9,0.71,1,0,1,0.0,74,5,1
23.0,2.71,119.97,0.051,4,0,25,0.983,1,0,2,0.562,67,8,0
19.0,0.31,65.74,0.075,8,0,7,0.524,0,3,2,0.298,138,4,1
30.0,4.32,86.72,0.11,1,0,1,0.236,1,0,2,0.25,14,7,0
35.0,0.0,69.52,0.027,4,8,6,0.687,1,1,1,0.361,57,8,0
16.0,5.03,10.0,0.013,0,0,10,0.658,1,0,2,0.033,15,5,0
23.0,2.18,108.51,0.029,5,3,4,0.46,0,1,3,0.021,28,7,0
11.0,1.91,11.14,0.126,4,3,4,0.536,1,0,3,0.51,103,7,1
1.0,3.59,41.17,0.0,3,2,11,0.631,0,2,2,0.429,19,8,0
26.0,1.27,59.15,0.0,2,6,13,0.761,1,1,2,0.062,93,5,0
31.0,3.56,10.0,0.21,3,2,10,0.711,0,1,3,0.486,1,6,1
27.0,1.54,36.48,0.019,2,6,8,0.653,0,1,2,1.0,36,4,0
1.0,1.89,83.57,0.084,0,5,5,0.61,0,2,1,0.186,75,9,0
20.0,3.81,62.87,0.174,2,0,4,0.988,0,2,2,0.648,22,3,1
1.0,0.72,65.75,0.0,2,6,6,0.709,0,3,2,0.333,40,8,0
40.0,0.47,42.97,0.0,0,2,1,0.822,1,1,2,0.239,42,9,0
11.0,3.5,76.62,0.049,2,0,4,0.775,1,3,3,0.117,65,7,0
39.0,2.95,63.62,0.177,2,4,10,0.671,0,0,2,0.538,35,3,1
35.0,3.34,17.57,0.098,0,2,1,0.898,1,4,2,0.421,98,5,1
13.0,3.66,67.97,0.099,3,8,1,0.448,0,0,2,0.571,47,7,0
10.0,3.11,31.53,0.076,4,6,5,0.765,1,1,1,0.519,61,6,1
28.0,4.22,106.42,0.145,0,0,1,0.337,1,3,3,0.59,13,9,0
14.0,3.19,61.3,0.215,2,6,5,0.613,1,1,2,0.614,19,6,1
25.0,0.0,163.25,0.339,5,1,13,0.214,0,0,3,0.215,120,2,1
18.0,0.0,108.84,0.088,0,0,13,0.348,0,2,3,0.396,1,7,0
3.0,6.86,70.44,0.222,0,1,8,0.515,0,1,3,0.344,27,10,0
1.0,3.0,95.28,0.18,0,0,11,0.964,1,1,2,0.143,1,10,0
27.0,4.9,10.0,0.121,4,3,20,0.567,0,3,3,0.041,67,7,1
17.0,2.31,108.68,0.0,1,9,6,0.747,0,0,3,0.688,62,7,0
17.0,2.88,46.29,0.07,0,3,2,0.902,0,2,2,0.487,8,7,0
32.0,2.09,78.14,0.073,6,4,12,0.556,1,1,1,0.747,29,8,0
38.0,7.93,49.53,0.129,0,0,5,0.945,0,0,1,0.431,48,5,0
21.0,3.51,53.25,0.084,1,1,1,0.592,1,3,3,0.256,103,9,0
20.0,1.93,68.66,0.055,4,5,7,0.395,0,1,2,0.225,1,6,1
30.0,0.0,77.69,0.262,4,3,10,0.82,1,0,1,0.195,1,1,1
8.0,6.95,74.06,0.205,3,1,10,0.726,0,1,2,0.259,44,6,0
27.0,2.67,74.93,0.0,0,6,1,0.54,0,1,2,0.269,59,8,0
31.0,4.49,18.1,0.078,4,3,11,0.409,1,0,1,0.47,65,9,0
32.0,4.71,156.62,0.15,2,9,1,0.802,0,0,1,0.0,48,8,0
1.0,2.07,83.12,0.206,3,5,1,0.378,0,4,2,0.147,66,7,1
15.0,4.34,90.31,0.066,6,0,16,0.166,0,0,2,0.0,1,8,0
13.0,1.79,63.1,0.083,0,3,1,0.833,1,0,2,0.409,85,7,0
25.0,1.02,44.4,0.108,3,0,1,0.777,0,2,2,0.484,36,7,1
30.0,5.33,80.29,0.153,2,9,11,0.736,1,1,1,0.479,37,7,0
42.0,2.68,85.12,0.0,5,0,4,0.544,1,1,2,0.084,60,5,0
18.0,4.04,120.56,0.0,7,6,6,0.737,1,0,1,0.075,37,4,0
18.0,3.82,147.72,0.2,7,6,17,0.449,1,0,3,0.116,31,6,1
38.0,4.28,126.7,0.021,5,1,14,0.636,1,0,1,0.021,45,7,0
28.0,0.0,13.17,0.27,0,4,14,0.956,1,2,1,0.443,1,5,1
39.0,1.83,58.89,0.031,1,4,8,0.594,0,1,1,0.107,1,9,0
27.0,2.35,86.75,0.085,4,5,11,0.695,0,0,2,0.382,23,8,0
10.0,1.34,60.99,0.129,0,4,5,0.333,0,3,3,0.576,13,6,0
8.0,3.86,73.47,0.0,1,1,4,0.505,0,0,3,0.245,54,9,0
5.0,5.37,10.0,0.329,0,5,8,0.556,0,1,2,0.264,38,3,1
32.0,5.69,107.0,0.068,0,5,12,0.821,0,0,2,0.105,1,8,0
38.0,2.32,10.0,0.033,3,0,17,1.0,0,1,2,0.47,109,6,1
46.0,3.58,19.96,0.007,4,0,14,0.669,1,0,2,0.213,99,10,0
34.0,3.89,39.49,0.129,4,5,12,0.255,1,0,2,0.299,1,9,0
38.0,4.24,71.59,0.123,2,4,7,0.364,1,1,1,0.569,85,6,0
17.0,1.24,18.2,0.009,1,4,6,0.832,0,2,2,0.294,39,4,1
10.0,6.64,37.89,0.0,0,7,9,0.46,1,1,3,0.041,82,5,0
34.0,4.85,115.21,0.184,5,6,9,0.756,1,0,1,0.284,1,9,0
29.0,4.91,71.07,0.048,0,7,2,0.672,0,0,2,0.289,57,3,0
25.0,5.41,90.17,0.0,0,5,6,0.609,1,0,1,0.407,18,9,0
29.0,4.07,31.73,0.088,3,3,8,0.656,0,1,1,0.658,50,7,0
28.0,0.95,73.12,0.068,0,0,12,0.637,1,0,2,0.005,34,7,0
39.0,2.72,70.24,0.256,2,8,8,0.335,1,0,1,0.297,13,6,1
40.0,0.0,47.17,0.058,0,2,20,0.543,0,1,3,0.182,36,7,0
31.0,3.83,73.21,0.075,0,1,4,1.0,1,2,2,0.432,54,8,0
34.0,2.66,10.0,0.118,1,5,9,0.38,0,1,2,0.408,94,9,0
30.0,2.92,90.35,0.054,4,0,7,0.374,0,0,1,0.235,31,3,0
18.0,5.41,61.02,0.135,3,1,10,0.51,1,0,2,0.122,1,10,0
33.0,2.09,66.0,0.019,3,1,8,0.979,0,3,2,0.689,1,8,0
7.0,2.5,104.81,0.081,4,1,6,0.419,1,0,1,0.278,33,9,0
37.0,3.04,90.12,0.133,4,9,11,0.503,1,0,1,0.118,65,8,1
10.0,0.0,63.86,0.191,1,3,3,0.397,1,0,2,0.0,1,2,1
27.0,2.47,35.92,0.053,4,1,1,0.496,1,0,1,0.348,1,4,1
14.0,0.0,121.5,0.052,1,3,14,0.544,0,0,2,0.292,1,10,0
31.0,1.83,28.1,0.223,3,6,8,0.699,1,2,1,0.48,97,7,1
24.0,4.71,97.03,0.056,5,0,17,0.274,1,3,2,0.381,1,4,0
5.0,3.89,19.09,0.095,4,3,8,0.649,1,1,1,0.424,1,5,0
29.0,1.81,107.13,0.237,0,2,1,0.403,1,0,2,0.024,46,7,0
17.0,3.08,110.37,0.105,1,4,11,0.689,0,0,1,0.073,89,6,0
35.0,0.85,10.0,0.08,4,0,1,0.302,0,2,3,0.475,1,2,1
24.0,3.0,90.73,0.086,0,2,1,0.544,0,0,2,0.162,1,9,0
29.0,8.86,87.83,0.041,3,3,8,0.416,0,2,2,0.314,43,9,0
13.0,6.69,99.61,0.136,3,0,9,0.621,1,0,3,0.0,63,7,0
17.0,3.11,87.78,0.026,10,9,9,0.915,0,2,3,0.0,31,3,1
18.0,3.32,41.32,0.162,3,4,3,0.719,1,3,2,0.107,36,8,1
34.0,1.04,67.4,0.101,2,6,3,0.725,1,1,2,0.302,81,4,1
44.0,1.4,133.26,0.119,5,2,24,0.586,1,0,3,0.415,6,8,0
14.0,3.72,36.23,0.238,1,4,1,0.561,0,1,2,0.477,59,2,1
37.0,1.95,86.3,0.0,2,0,3,0.572,0,0,2,0.203,23,9,0
1.0,4.81,115.29,0.102,2,1,17,0.55,0,0,2,0.253,4,8,0
10.0,6.14,40.32,0.151,4,0,3,0.475,0,0,3,0.35,1,5,0
12.0,3.67,25.41,0.051,0,4,6,0.453,0,0,2,0.304,2,9,0
8.0,3.2,30.69,0.176,5,8,8,0.45,0,2,2,0.312,109,8,1
5.0,0.0,88.82,0.056,0,6,6,0.543,0,2,3,0.608,1,8,0
29.0,4.5,30.39,0.123,8,8,15,0.409,0,1,3,0.702,44,6,1
21.0,0.71,70.26,0.09,0,5,14,0.641,0,1,2,0.0,76,3,1
29.0,2.16,122.99,0.113,0,4,13,0.297,1,0,2,0.365,30,6,0
32.0,4.92,73.2,0.106,0,0,17,0.671,0,2,2,0.222,1,3,0
27.0,5.06,47.78,0.097,11,4,7,0.595,1,0,1,0.179,1,8,1
32.0,2.07,79.39,0.062,0,2,16,0.931,0,0,2,0.198,59,4,0
23.0,2.18,72.6,0.047,4,5,11,0.86,1,2,3,0.683,47,5,0
10.0,1.6,90.84,0.125,4,0,3,0.388,1,0,2,0.411,100,1,1
37.0,0.6,131.67,0.104,0,3,11,0.596,0,0,3,0.708,130,9,0
17.0,1.73,88.89,0.045,4,3,5,0.666,0,0,2,0.552,4,9,0
13.0,0.0,146.18,0.127,0,8,1,0.479,0,2,3,0.668,25,6,0
22.0,4.37,90.94,0.063,0,0,1,0.419,1,1,1,0.321,1,8,0
13.0,3.79,48.14,0.224,0,7,2,0.647,1,3,2,0.115,1,3,1
19.0,4.12,155.09,0.299,4,5,17,0.732,1,1,2,0.319,47,6,0
28.0,1.09,70.63,0.211,0,2,1,0.606,0,1,3,0.208,106,4,1
28.0,0.61,38.08,0.207,3,4,6,0.566,0,0,1,0.364,20,2,1
13.0,3.11,156.33,0.165,2,2,11,0.563,1,1,1,0.0,77,9,0
18.0,3.13,49.34,0.083,7,3,7,0.374,0,3,2,0.145,1,6,1
37.0,2.71,47.97,0.0,2,5,6,0.74,0,0,2,0.309,1,3,0
30.0,2.42,55.7,0.018,5,11,3,0.641,0,1,2,0.274,53,5,0
